point,algorithm,time,coverage,length,rotation
0 - [-12.59000015  11.          -5.29468489],BAstar0.8,380,20.17,664,353
0 - [-12.59000015  11.          -5.29468489],BAstar0.8,390,20.17,664,353
0 - [-12.59000015  11.          -5.29468489],Inward Spiral0.8,0,0,0,0
0 - [-12.59000015  11.          -5.29468489],Inward Spiral0.8,10,21.24,759,766
0 - [-12.59000015  11.          -5.29468489],Inward Spiral0.8,20,21.24,759,766
0 - [-12.59000015  11.          -5.29468489],Inward Spiral0.8,30,21.24,759,766
0 - [-12.59000015  11.          -5.29468489],Inward Spiral0.8,40,21.24,759,766
0 - [-12.59000015  11.          -5.29468489],Inward Spiral0.8,50,21.24,759,766
0 - [-12.59000015  11.          -5.29468489],Inward Spiral0.8,60,21.24,759,766
0 - [-12.59000015  11.          -5.29468489],Inward Spiral0.8,70,21.24,759,766
0 - [-12.59000015  11.          -5.29468489],Inward Spiral0.8,80,21.24,759,766
0 - [-12.59000015  11.          -5.29468489],Inward Spiral0.8,90,21.24,759,766
0 - [-12.59000015  11.          -5.29468489],Inward Spiral0.8,100,21.24,759,766
0 - [-12.59000015  11.          -5.29468489],Inward Spiral0.8,110,21.24,759,766
0 - [-12.59000015  11.          -5.29468489],Inward Spiral0.8,120,21.24,759,766
0 - [-12.59000015  11.          -5.29468489],Inward Spiral0.8,130,21.24,759,766
0 - [-12.59000015  11.          -5.29468489],Inward Spiral0.8,140,21.24,759,766
0 - [-12.59000015  11.          -5.29468489],Inward Spiral0.8,150,21.24,759,766
0 - [-12.59000015  11.          -5.29468489],Inward Spiral0.8,160,21.24,759,766
0 - [-12.59000015  11.          -5.29468489],Inward Spiral0.8,170,21.24,759,766
0 - [-12.59000015  11.          -5.29468489],Inward Spiral0.8,180,21.24,759,766
0 - [-12.59000015  11.          -5.29468489],Inward Spiral0.8,190,21.24,759,766
0 - [-12.59000015  11.          -5.29468489],Inward Spiral0.8,200,21.24,759,766
